,k,distance,seed,silhouette,davies_bouldin,adjusted_rand_score,homogeneity_completeness_v_measure,sum_of_squared_error
k6_cosine_seed30,6,cosine,30,0.26205047447899704,1.539790807966237,-0.005958033879882503,"(np.float64(0.031063671968657985), np.float64(0.005263683382671408), np.float64(0.009001994907961119))",1048.3108222843969
k6_cosine_seed35,6,cosine,35,0.29725828557495715,1.389058179543477,-0.0009629335788917763,"(np.float64(0.12034588067785912), np.float64(0.016677058725002778), np.float64(0.029294588601343558))",897.6086948591468
k6_cosine_seed40,6,cosine,40,0.23475803034847958,1.8758025473977478,0.018554729350371585,"(np.float64(0.15415687375497894), np.float64(0.021963784332198182), np.float64(0.03844941718085456))",1138.5702354520588
k6_cosine_seed45,6,cosine,45,0.2614265587931565,1.5967479952693857,-0.01738831641565213,"(np.float64(0.06752648533306115), np.float64(0.010453003444178342), np.float64(0.018103596082198737))",1069.9225137298833
k6_cosine_seed50,6,cosine,50,0.2543903568982557,1.5115749543189534,0.006063112065508332,"(np.float64(0.11569997351383882), np.float64(0.016287444165920352), np.float64(0.028555098534882584))",1056.0614603893907
k6_cosine_seed55,6,cosine,55,0.2841691973998274,1.464508591837804,-0.0007104333533459873,"(np.float64(0.1687210275305994), np.float64(0.024495696508820403), np.float64(0.04278034528939325))",953.351831132959
k6_cosine_seed60,6,cosine,60,0.28998584726465026,1.4501514799066666,0.014389022049720606,"(np.float64(0.1557630596206421), np.float64(0.021809327937207544), np.float64(0.03826144024405471))",919.2664168943633
k6_cosine_seed65,6,cosine,65,0.28380569002474265,1.3069994184984675,0.01254260142287672,"(np.float64(0.10476486188292236), np.float64(0.015839902436816676), np.float64(0.027519065277265574))",928.0826465097898
k7_L1_seed20,7,L1,20,0.27854405039691843,1.4711019157502834,0.006255971822884999,"(np.float64(0.15260818772605877), np.float64(0.023981509472910213), np.float64(0.04144947024256527))",827.3637423053567
k7_L1_seed25,7,L1,25,0.26322112449736773,1.4663755910117071,-0.009654079274634379,"(np.float64(0.11652030290538005), np.float64(0.01728407802176445), np.float64(0.030102841066658264))",848.2118233132844
k7_L1_seed30,7,L1,30,0.25920561850284213,1.490523977334259,-0.005134704807517932,"(np.float64(0.12085414902810379), np.float64(0.017909248745139078), np.float64(0.031195647433818776))",851.95337750573
k7_L1_seed35,7,L1,35,0.29974311928595315,1.4735369820429778,-0.01259833740117584,"(np.float64(0.1889736846801156), np.float64(0.024648038811021216), np.float64(0.043608212106297596))",765.1879494658068
k7_L1_seed40,7,L1,40,0.2957962571914815,1.4445567028575916,-0.007472308714966027,"(np.float64(0.11201874077132022), np.float64(0.0150261844855843), np.float64(0.026497937816390246))",754.5967023849023
k7_L1_seed45,7,L1,45,0.308314196274689,1.3845778250626115,0.017928447687696105,"(np.float64(0.1654029142162509), np.float64(0.02230181251061763), np.float64(0.03930412244682783))",768.3198211553473
k7_L1_seed50,7,L1,50,0.2852487638975108,1.4170204923579717,-0.007358765003410864,"(np.float64(0.07278783954472301), np.float64(0.011613425449442457), np.float64(0.020030888120860648))",818.7047451549521
k7_L1_seed55,7,L1,55,0.27838807409904415,1.4043599402970128,-0.010742410109875774,"(np.float64(0.09772146864932457), np.float64(0.013492105626658545), np.float64(0.023710565649783556))",776.2041722719468
k7_L1_seed60,7,L1,60,0.2824364939379506,1.4994763267149767,-0.007630495536254559,"(np.float64(0.14761051485146023), np.float64(0.021185963957560682), np.float64(0.037053747441476645))",781.5259525114936
k7_L1_seed65,7,L1,65,0.31251939914467874,1.2489440394034144,-0.005024997836054484,"(np.float64(0.1058784912393218), np.float64(0.013648161877936837), np.float64(0.024179490517622946))",710.6652732017252
k7_L2_seed20,7,L2,20,0.27036963142512044,1.4888067497269326,0.0069262166154465486,"(np.float64(0.1703982793432955), np.float64(0.0220943587434444), np.float64(0.03911672415627586))",862.9945270909986
k7_L2_seed25,7,L2,25,0.2687105443551092,1.4944848736211227,0.0023296848974641705,"(np.float64(0.1802942246612398), np.float64(0.02637602996589494), np.float64(0.04601964497428252))",841.3999290130281
k7_L2_seed30,7,L2,30,0.2770971968807457,1.4206611122581678,-0.004581660630570525,"(np.float64(0.10230239273946529), np.float64(0.013292136672744948), np.float64(0.02352736575262472))",801.2190806020726
k7_L2_seed35,7,L2,35,0.2921868206564597,1.4927074085732777,-0.001408502319217176,"(np.float64(0.13840985147111376), np.float64(0.01804450013928553), np.float64(0.03192671291583294))",760.8476291137474
k7_L2_seed40,7,L2,40,0.2504980231937601,1.7479400500692486,0.002375674256457681,"(np.float64(0.120728668617515), np.float64(0.016786988246636617), np.float64(0.02947549082525796))",901.3294913135069
k7_L2_seed45,7,L2,45,0.2667015984510944,1.5036044898503793,0.0003479341757931225,"(np.float64(0.13855742927325454), np.float64(0.01876650666045508), np.float64(0.033055858968691294))",847.7366338198551
k7_L2_seed50,7,L2,50,0.22478921894768902,1.7532861137251339,-0.01661973566016244,"(np.float64(0.08070033193942266), np.float64(0.011758268444832801), np.float64(0.0205258604951245))",941.931102945175
